 time                    	t_db                     	RH                       	Rad                      	load                     	
  +6.3520000000000000E+03	  +2.3087499618530273E+01	  +8.0000000000000000E+01	  +7.7399987792968750E+02	  +1.0059741548987369E+04	
  +6.3530000000000000E+03	  +2.2550001144409180E+01	  +8.3000000000000000E+01	  +1.0439997863769531E+02	  +7.0223902756898387E+03	
  +6.3540000000000000E+03	  +2.1849998474121094E+01	  +8.7000000000000000E+01	  +1.4399997711181641E+01	  +5.5834118994060746E+03	
  +6.3550000000000000E+03	  +2.1364286422729492E+01	  +9.0000000000000000E+01	  +0.0000000000000000E+00	  +1.1379131597821920E+03	
  +6.3560000000000000E+03	  +2.1410713195800781E+01	  +9.1500000000000000E+01	  +0.0000000000000000E+00	  +7.6132313472646695E+02	
  +6.3570000000000000E+03	  +2.1350000381469727E+01	  +9.2500000000000000E+01	  +0.0000000000000000E+00	  +5.0403825207004627E+02	
  +6.3580000000000000E+03	  +2.1250000000000000E+01	  +9.3500000000000000E+01	  +0.0000000000000000E+00	  +3.0535863399181653E+02	
  +6.3590000000000000E+03	  +2.1150001525878906E+01	  +9.4000000000000000E+01	  +0.0000000000000000E+00	  +1.4701634214944374E+02	
  +6.3600000000000000E+03	  +2.1037500381469727E+01	  +9.4000000000000000E+01	  +0.0000000000000000E+00	  +8.4756328528223186E+00	
  +6.3610000000000000E+03	  +2.1037500381469727E+01	  +9.2500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +6.3620000000000000E+03	  +2.1150001525878906E+01	  +9.1000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +6.3630000000000000E+03	  +2.1250000000000000E+01	  +9.1000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +6.3640000000000000E+03	  +2.1350000381469727E+01	  +9.1500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +6.3650000000000000E+03	  +2.1450000762939453E+01	  +9.2500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +6.3660000000000000E+03	  +2.1549999237060547E+01	  +9.5000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +6.3670000000000000E+03	  +2.1806251525878906E+01	  +9.6500000000000000E+01	  +1.5119999694824219E+02	  +0.0000000000000000E+00	
  +6.3680000000000000E+03	  +2.2656250000000000E+01	  +9.4500000000000000E+01	  +5.7600000000000000E+02	  +8.4052195053659375E+02	
  +6.3690000000000000E+03	  +2.3500000000000000E+01	  +9.1500000000000000E+01	  +9.2519995117187500E+02	  +6.0847513747436096E+03	
  +6.3700000000000000E+03	  +2.4299999237060547E+01	  +8.8000000000000000E+01	  +1.3427999267578125E+03	  +8.4941706594258358E+03	
  +6.3710000000000000E+03	  +2.5006250381469727E+01	  +8.4500000000000000E+01	  +1.3931999511718750E+03	  +9.4076014792218539E+03	
  +6.3720000000000000E+03	  +2.5306251525878906E+01	  +8.2500000000000000E+01	  +9.6839996337890625E+02	  +8.6946480644306830E+03	
  +6.3730000000000000E+03	  +2.5090625762939453E+01	  +8.2000000000000000E+01	  +4.4639999389648438E+02	  +7.2164896063637789E+03	
  +6.3740000000000000E+03	  +2.4996875762939453E+01	  +8.1500000000000000E+01	  +9.3600000000000000E+02	  +8.1277938481469564E+03	
  +6.3750000000000000E+03	  +2.5100000381469727E+01	  +8.1000000000000000E+01	  +7.9559997558593750E+02	  +7.9893329796611870E+03	
  +6.3760000000000000E+03	  +2.4799999237060547E+01	  +8.1500000000000000E+01	  +1.7279998779296875E+02	  +5.9338135606348542E+03	
  +6.3770000000000000E+03	  +2.4400001525878906E+01	  +8.3000000000000000E+01	  +1.8000000000000000E+01	  +4.6619208128118853E+03	
  +6.3780000000000000E+03	  +2.4000000000000000E+01	  +8.5000000000000000E+01	  +0.0000000000000000E+00	  +4.0163727139851699E+03	
  +6.3790000000000000E+03	  +2.3631250381469727E+01	  +8.7000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +6.3800000000000000E+03	  +2.3406250000000000E+01	  +8.8500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +6.3810000000000000E+03	  +2.3150001525878906E+01	  +8.9500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +6.3820000000000000E+03	  +2.2850000381469727E+01	  +9.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +6.3830000000000000E+03	  +2.2550001144409180E+01	  +9.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +6.3840000000000000E+03	  +2.2250000000000000E+01	  +8.9500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +6.3850000000000000E+03	  +2.1925001144409180E+01	  +9.0000000000000000E+01	  +0.0000000000000000E+00	  +3.5485667616830515E+03	
  +6.3860000000000000E+03	  +2.1400001525878906E+01	  +9.1500000000000000E+01	  +0.0000000000000000E+00	  +3.0073739785836187E+03	
  +6.3870000000000000E+03	  +2.0850000381469727E+01	  +9.3000000000000000E+01	  +0.0000000000000000E+00	  +2.9298811907109553E+03	
  +6.3880000000000000E+03	  +2.0350000381469727E+01	  +9.5000000000000000E+01	  +0.0000000000000000E+00	  +2.7647320614567525E+03	
  +6.3890000000000000E+03	  +1.9850000381469727E+01	  +9.7000000000000000E+01	  +0.0000000000000000E+00	  +2.5568488406278693E+03	
  +6.3900000000000000E+03	  +1.9350000381469727E+01	  +9.8500000000000000E+01	  +0.0000000000000000E+00	  +2.3264190100962492E+03	
  +6.3910000000000000E+03	  +1.9564285278320312E+01	  +9.7000000000000000E+01	  +3.2759997558593750E+02	  +5.6399342158124446E+03	
  +6.3920000000000000E+03	  +2.1503570556640625E+01	  +9.1500000000000000E+01	  +1.1375998535156250E+03	  +1.1146526054340860E+04	
  +6.3930000000000000E+03	  +2.3273809432983398E+01	  +8.5000000000000000E+01	  +1.8215997314453125E+03	  +1.7905312700093629E+04	
  +6.3940000000000000E+03	  +2.4799999237060547E+01	  +7.9500000000000000E+01	  +2.2823996582031250E+03	  +1.9255108743260032E+04	
  +6.3950000000000000E+03	  +2.5968332290649414E+01	  +7.4500000000000000E+01	  +2.6099997558593750E+03	  +1.9432322604977693E+04	
  +6.3960000000000000E+03	  +2.6979999542236328E+01	  +7.0000000000000000E+01	  +2.8295996093750000E+03	  +1.8995001097490429E+04	
  +6.3970000000000000E+03	  +2.7736562728881836E+01	  +6.7000000000000000E+01	  +2.7719997558593750E+03	  +1.9770337301843520E+04	
  +6.3980000000000000E+03	  +2.8210937500000000E+01	  +6.5000000000000000E+01	  +2.4695996093750000E+03	  +2.1430901318767064E+04	
  +6.3990000000000000E+03	  +2.8236364364624023E+01	  +6.4000000000000000E+01	  +1.8323996582031250E+03	  +2.1569310634352092E+04	
  +6.4000000000000000E+03	  +2.7963636398315430E+01	  +6.5000000000000000E+01	  +1.5587996826171875E+03	  +2.2572547803702193E+04	
  +6.4010000000000000E+03	  +2.7231819152832031E+01	  +6.7500000000000000E+01	  +5.8679992675781250E+02	  +1.8836281819145188E+04	
  +6.4020000000000000E+03	  +2.6124431610107422E+01	  +7.1000000000000000E+01	  +1.1879998016357422E+02	  +1.4838320662996864E+04	
  +6.4030000000000000E+03	  +2.5279167175292969E+01	  +7.4000000000000000E+01	  +0.0000000000000000E+00	  +8.5585767901361123E+03	
  +6.4040000000000000E+03	  +2.4639583587646484E+01	  +7.6500000000000000E+01	  +0.0000000000000000E+00	  +7.3394899968707314E+03	
  +6.4050000000000000E+03	  +2.4000000000000000E+01	  +7.8500000000000000E+01	  +0.0000000000000000E+00	  +6.5415877210119797E+03	
  +6.4060000000000000E+03	  +2.3400001525878906E+01	  +8.0000000000000000E+01	  +0.0000000000000000E+00	  +5.9458741212101268E+03	
  +6.4070000000000000E+03	  +2.2799999237060547E+01	  +8.1000000000000000E+01	  +0.0000000000000000E+00	  +5.4497559149522167E+03	
  +6.4080000000000000E+03	  +2.2193750381469727E+01	  +8.1500000000000000E+01	  +0.0000000000000000E+00	  +5.0087985383101941E+03	
  +6.4090000000000000E+03	  +2.1643749237060547E+01	  +8.3000000000000000E+01	  +0.0000000000000000E+00	  +9.6187343263110579E+03	
  +6.4100000000000000E+03	  +2.1149999618530273E+01	  +8.4500000000000000E+01	  +0.0000000000000000E+00	  +9.4810319652018734E+03	
  +6.4110000000000000E+03	  +2.0649999618530273E+01	  +8.6000000000000000E+01	  +0.0000000000000000E+00	  +9.2545119906706350E+03	
  +6.4120000000000000E+03	  +2.0149999618530273E+01	  +8.7500000000000000E+01	  +0.0000000000000000E+00	  +8.9993939495128234E+03	
  +6.4130000000000000E+03	  +1.9688194274902344E+01	  +8.9500000000000000E+01	  +0.0000000000000000E+00	  +8.7466776289576210E+03	
  +6.4140000000000000E+03	  +1.9231449127197266E+01	  +9.1000000000000000E+01	  +0.0000000000000000E+00	  +8.4904619303299714E+03	
  +6.4150000000000000E+03	  +1.9347024917602539E+01	  +8.9000000000000000E+01	  +2.7719998168945312E+02	  +1.0844350128898195E+04	
  +6.4160000000000000E+03	  +2.1108333587646484E+01	  +8.4000000000000000E+01	  +1.0367999267578125E+03	  +1.5948263568062675E+04	
  +6.4170000000000000E+03	  +2.2850000381469727E+01	  +7.8000000000000000E+01	  +1.7495999755859375E+03	  +2.3132275398522244E+04	
  +6.4180000000000000E+03	  +2.4550001144409180E+01	  +7.1500000000000000E+01	  +2.5308000488281250E+03	  +2.5718478293275355E+04	
  +6.4190000000000000E+03	  +2.6153572082519531E+01	  +6.5500000000000000E+01	  +2.9447998046875000E+03	  +2.5854474034833911E+04	
  +6.4200000000000000E+03	  +2.7390178680419922E+01	  +6.1000000000000000E+01	  +3.1140000000000000E+03	  +2.5328521867050888E+04	
  +6.4210000000000000E+03	  +2.8322916030883789E+01	  +5.7500000000000000E+01	  +2.9303999023437500E+03	  +2.6373338256651710E+04	
  +6.4220000000000000E+03	  +2.8732198715209961E+01	  +5.5000000000000000E+01	  +2.4515998535156250E+03	  +2.7773327930752504E+04	
  +6.4230000000000000E+03	  +2.8838638305664062E+01	  +5.4000000000000000E+01	  +2.1383999023437500E+03	  +2.9055828655006411E+04	
  +6.4240000000000000E+03	  +2.8592857360839844E+01	  +5.4500000000000000E+01	  +1.3427999267578125E+03	  +2.8156262088436051E+04	
  +6.4250000000000000E+03	  +2.7717144012451172E+01	  +5.6500000000000000E+01	  +7.1279998779296875E+02	  +2.6703637920606536E+04	
  +6.4260000000000000E+03	  +2.6646249771118164E+01	  +6.0000000000000000E+01	  +1.1519999694824219E+02	  +2.1778691889180274E+04	
  +6.4270000000000000E+03	  +2.5581251144409180E+01	  +6.3000000000000000E+01	  +0.0000000000000000E+00	  +1.4980630005433422E+04	
  +6.4280000000000000E+03	  +2.4650001525878906E+01	  +6.5500000000000000E+01	  +0.0000000000000000E+00	  +1.3499767870668325E+04	
  +6.4290000000000000E+03	  +2.3750000000000000E+01	  +6.8000000000000000E+01	  +0.0000000000000000E+00	  +1.2512452392847148E+04	
  +6.4300000000000000E+03	  +2.2850000381469727E+01	  +7.0000000000000000E+01	  +0.0000000000000000E+00	  +1.1734795565671609E+04	
  +6.4310000000000000E+03	  +2.1950000762939453E+01	  +7.2000000000000000E+01	  +0.0000000000000000E+00	  +1.1065254379394721E+04	
  +6.4320000000000000E+03	  +2.1049999237060547E+01	  +7.3500000000000000E+01	  +0.0000000000000000E+00	  +1.0457812640268965E+04	
  +6.4330000000000000E+03	  +2.0150001525878906E+01	  +7.6000000000000000E+01	  +0.0000000000000000E+00	  +1.4881971992186323E+04	
  +6.4340000000000000E+03	  +1.9206251144409180E+01	  +7.9500000000000000E+01	  +0.0000000000000000E+00	  +1.4517978507515732E+04	
  +6.4350000000000000E+03	  +1.8250001907348633E+01	  +8.2000000000000000E+01	  +0.0000000000000000E+00	  +1.4057748488489477E+04	
  +6.4360000000000000E+03	  +1.7300001144409180E+01	  +8.5000000000000000E+01	  +0.0000000000000000E+00	  +1.3568372835167153E+04	
  +6.4370000000000000E+03	  +1.6344347000122070E+01	  +8.8500000000000000E+01	  +0.0000000000000000E+00	  +1.3062309142239132E+04	
  +6.4380000000000000E+03	  +1.5389178276062012E+01	  +9.1000000000000000E+01	  +0.0000000000000000E+00	  +1.2547419754936924E+04	
  +6.4390000000000000E+03	  +1.5053680419921875E+01	  +9.0500000000000000E+01	  +2.1239999389648438E+02	  +1.3460885446680815E+04	
  +6.4400000000000000E+03	  +1.6906547546386719E+01	  +8.6000000000000000E+01	  +1.0295999755859375E+03	  +1.9277654416388930E+04	
  +6.4410000000000000E+03	  +1.8850000381469727E+01	  +8.0000000000000000E+01	  +1.8180000000000000E+03	  +2.7135547770422367E+04	
  +6.4420000000000000E+03	  +2.0750001907348633E+01	  +7.4000000000000000E+01	  +2.5740000000000000E+03	  +2.9593276720715097E+04	
  +6.4430000000000000E+03	  +2.2556251525878906E+01	  +6.8500000000000000E+01	  +3.0095998535156250E+03	  +2.9899070566644881E+04	
  +6.4440000000000000E+03	  +2.3966964721679688E+01	  +6.4000000000000000E+01	  +3.2040000000000000E+03	  +2.9251129323834604E+04	
  +6.4450000000000000E+03	  +2.4895536422729492E+01	  +6.1000000000000000E+01	  +3.1391999511718750E+03	  +3.0152157052142215E+04	
  +6.4460000000000000E+03	  +2.5439584732055664E+01	  +5.9500000000000000E+01	  +2.7755998535156250E+03	  +3.2163897043743240E+04	
  +6.4470000000000000E+03	  +2.5629167556762695E+01	  +5.9000000000000000E+01	  +2.1131999511718750E+03	  +3.3150795585855136E+04	
  +6.4480000000000000E+03	  +2.5234375000000000E+01	  +6.0500000000000000E+01	  +1.3355999755859375E+03	  +3.2199037415187249E+04	
  +6.4490000000000000E+03	  +2.4223438262939453E+01	  +6.4500000000000000E+01	  +5.9400000000000000E+02	  +2.9134176553780297E+04	
  +6.4500000000000000E+03	  +2.2779689788818359E+01	  +7.0000000000000000E+01	  +7.9199996948242188E+01	  +2.3985676071827649E+04	
  +6.4510000000000000E+03	  +2.2049999237060547E+01	  +7.4000000000000000E+01	  +0.0000000000000000E+00	  +1.8280836095676321E+04	
  +6.4520000000000000E+03	  +2.1750000000000000E+01	  +7.6000000000000000E+01	  +0.0000000000000000E+00	  +1.7264771897918257E+04	
  +6.4530000000000000E+03	  +2.1450000762939453E+01	  +7.8000000000000000E+01	  +0.0000000000000000E+00	  +1.6623237313557871E+04	
  +6.4540000000000000E+03	  +2.1100000381469727E+01	  +7.9500000000000000E+01	  +0.0000000000000000E+00	  +1.6137457954170613E+04	
  +6.4550000000000000E+03	  +2.0750000000000000E+01	  +8.0500000000000000E+01	  +0.0000000000000000E+00	  +1.5745753699472116E+04	
  +6.4560000000000000E+03	  +2.0450000762939453E+01	  +8.1000000000000000E+01	  +0.0000000000000000E+00	  +1.5430543711786226E+04	
  +6.4570000000000000E+03	  +2.0143751144409180E+01	  +8.0500000000000000E+01	  +0.0000000000000000E+00	  +1.0156838681430654E+04	
  +6.4580000000000000E+03	  +1.9893751144409180E+01	  +8.0500000000000000E+01	  +0.0000000000000000E+00	  +9.7232181925381410E+03	
  +6.4590000000000000E+03	  +1.9700000762939453E+01	  +8.1500000000000000E+01	  +0.0000000000000000E+00	  +9.4331370724483077E+03	
  +6.4600000000000000E+03	  +1.9450000762939453E+01	  +8.3000000000000000E+01	  +0.0000000000000000E+00	  +9.1729405609490896E+03	
  +6.4610000000000000E+03	  +1.9200000762939453E+01	  +8.5000000000000000E+01	  +0.0000000000000000E+00	  +8.9370539580012537E+03	
  +6.4620000000000000E+03	  +1.9000000000000000E+01	  +8.8000000000000000E+01	  +0.0000000000000000E+00	  +8.7354433281015208E+03	
  +6.4630000000000000E+03	  +1.9204999923706055E+01	  +8.9500000000000000E+01	  +1.5839997863769531E+02	  +9.3179098688997492E+03	
  +6.4640000000000000E+03	  +1.9649168014526367E+01	  +8.9000000000000000E+01	  +1.9439997863769531E+02	  +9.7149158795677249E+03	
  +6.4650000000000000E+03	  +1.9783332824707031E+01	  +8.9000000000000000E+01	  +2.7719995117187500E+02	  +1.3826588425994756E+04	
  +6.4660000000000000E+03	  +2.0149999618530273E+01	  +8.7500000000000000E+01	  +6.4079992675781250E+02	  +1.5146629196352316E+04	
  +6.4670000000000000E+03	  +2.0550001144409180E+01	  +8.5500000000000000E+01	  +6.2999993896484375E+02	  +1.6011911034612098E+04	
  +6.4680000000000000E+03	  +2.0850000381469727E+01	  +8.4000000000000000E+01	  +7.6319989013671875E+02	  +1.6444393320353778E+04	
  +6.4690000000000000E+03	  +2.1325000762939453E+01	  +8.1500000000000000E+01	  +1.4759998779296875E+03	  +1.8742061064399430E+04	
  +6.4700000000000000E+03	  +2.1927499771118164E+01	  +7.9000000000000000E+01	  +1.2131998291015625E+03	  +1.9097290685651333E+04	
  +6.4710000000000000E+03	  +2.2220001220703125E+01	  +7.8000000000000000E+01	  +1.1087998046875000E+03	  +1.9493556978368022E+04	
  +6.4720000000000000E+03	  +2.2333751678466797E+01	  +7.8500000000000000E+01	  +6.4799993896484375E+02	  +1.8061284310653416E+04	
  +6.4730000000000000E+03	  +2.2183750152587891E+01	  +8.0000000000000000E+01	  +2.3759997558593750E+02	  +1.6301884572014353E+04	
  +6.4740000000000000E+03	  +2.1735000610351562E+01	  +8.2000000000000000E+01	  +3.9599994659423828E+01	  +1.4844930724220487E+04	
  +6.4750000000000000E+03	  +2.1350000381469727E+01	  +8.4000000000000000E+01	  +0.0000000000000000E+00	  +1.0380686942570281E+04	
  +6.4760000000000000E+03	  +2.1049999237060547E+01	  +8.6000000000000000E+01	  +0.0000000000000000E+00	  +9.8739437946429589E+03	
  +6.4770000000000000E+03	  +2.0750000000000000E+01	  +8.7500000000000000E+01	  +0.0000000000000000E+00	  +9.5153792028871649E+03	
  +6.4780000000000000E+03	  +2.0450000762939453E+01	  +8.8500000000000000E+01	  +0.0000000000000000E+00	  +9.2257770789430087E+03	
  +6.4790000000000000E+03	  +2.0150001525878906E+01	  +8.9000000000000000E+01	  +0.0000000000000000E+00	  +8.9738688364091286E+03	
  +6.4800000000000000E+03	  +1.9850000381469727E+01	  +8.9500000000000000E+01	  +0.0000000000000000E+00	  +8.7443135502806035E+03	
  +6.4810000000000000E+03	  +1.9506250381469727E+01	  +9.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +6.4820000000000000E+03	  +1.9156250000000000E+01	  +9.0500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +6.4830000000000000E+03	  +1.8799999237060547E+01	  +9.1500000000000000E+01	  +0.0000000000000000E+00	  -8.9575067929904023E+01	
  +6.4840000000000000E+03	  +1.8400001525878906E+01	  +9.3000000000000000E+01	  +0.0000000000000000E+00	  -4.2009760609839020E+02	
  +6.4850000000000000E+03	  +1.8039285659790039E+01	  +9.5000000000000000E+01	  +0.0000000000000000E+00	  -8.4593039058146428E+02	
  +6.4860000000000000E+03	  +1.7691963195800781E+01	  +9.7500000000000000E+01	  +0.0000000000000000E+00	  -1.1980637952096749E+03	
  +6.4870000000000000E+03	  +1.7521249771118164E+01	  +9.9500000000000000E+01	  +5.0399997711181641E+01	  -1.2496530148094935E+03	
  +6.4880000000000000E+03	  +1.7921363830566406E+01	  +9.9000000000000000E+01	  +2.7360000610351562E+02	  -3.2443535664583663E+02	
  +6.4890000000000000E+03	  +1.8658081054687500E+01	  +9.7000000000000000E+01	  +6.8039996337890625E+02	  +3.4210628588412651E+03	
  +6.4900000000000000E+03	  +1.9163888931274414E+01	  +9.5500000000000000E+01	  +4.5719998168945312E+02	  +2.9939979374378931E+03	
  +6.4910000000000000E+03	  +1.9520833969116211E+01	  +9.3500000000000000E+01	  +9.6119995117187500E+02	  +4.7682487960440076E+03	
  +6.4920000000000000E+03	  +1.9920833587646484E+01	  +9.1500000000000000E+01	  +8.0279998779296875E+02	  +5.0001640731346470E+03	
  +6.4930000000000000E+03	  +2.0049999237060547E+01	  +9.0500000000000000E+01	  +7.4519995117187500E+02	  +5.0487266865052870E+03	
  +6.4940000000000000E+03	  +2.0150001525878906E+01	  +8.9500000000000000E+01	  +7.5959997558593750E+02	  +5.1978206600879321E+03	
  +6.4950000000000000E+03	  +2.0209375381469727E+01	  +8.9000000000000000E+01	  +7.1639996337890625E+02	  +5.1913117776598820E+03	
  +6.4960000000000000E+03	  +2.0253126144409180E+01	  +8.9000000000000000E+01	  +7.2719995117187500E+02	  +5.7589326085534385E+03	
  +6.4970000000000000E+03	  +2.0240001678466797E+01	  +9.0000000000000000E+01	  +4.0679998779296875E+02	  +5.0513505247583553E+03	
  +6.4980000000000000E+03	  +1.9885000228881836E+01	  +9.2500000000000000E+01	  +3.9599998474121094E+01	  +2.9191065932978254E+03	
  +6.4990000000000000E+03	  +1.9600000381469727E+01	  +9.4500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +6.5000000000000000E+03	  +1.9399999618530273E+01	  +9.5500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +6.5010000000000000E+03	  +1.9243751525878906E+01	  +9.6500000000000000E+01	  +0.0000000000000000E+00	  -4.6137493847817319E+02	
  +6.5020000000000000E+03	  +1.9100000381469727E+01	  +9.7000000000000000E+01	  +0.0000000000000000E+00	  -7.4459050776342906E+02	
  +6.5030000000000000E+03	  +1.8947916030883789E+01	  +9.7000000000000000E+01	  +0.0000000000000000E+00	  -1.0053594565936633E+03	
  +6.5040000000000000E+03	  +1.8795833587646484E+01	  +9.7000000000000000E+01	  +0.0000000000000000E+00	  -1.2150323726874039E+03	
  +6.5050000000000000E+03	  +1.8695833206176758E+01	  +9.6500000000000000E+01	  +0.0000000000000000E+00	  -2.0930750458834339E+02	
  +6.5060000000000000E+03	  +1.8641666412353516E+01	  +9.6000000000000000E+01	  +0.0000000000000000E+00	  -2.8334072001532377E+02	
  +6.5070000000000000E+03	  +1.8600000381469727E+01	  +9.6000000000000000E+01	  +0.0000000000000000E+00	  -3.6117143134633483E+02	
  +6.5080000000000000E+03	  +1.8600000381469727E+01	  +9.6500000000000000E+01	  +0.0000000000000000E+00	  -4.2087878412752957E+02	
  +6.5090000000000000E+03	  +1.8559999465942383E+01	  +9.7500000000000000E+01	  +0.0000000000000000E+00	  -4.9156888669867624E+02	
  +6.5100000000000000E+03	  +1.8481666564941406E+01	  +9.9000000000000000E+01	  +0.0000000000000000E+00	  -5.7551145543100301E+02	
  +6.5110000000000000E+03	  +1.8595832824707031E+01	  +9.9500000000000000E+01	  +8.6400001525878906E+01	  -2.4890440082740193E+02	
  +6.5120000000000000E+03	  +1.9350000381469727E+01	  +9.7500000000000000E+01	  +5.5440002441406250E+02	  +5.1547304823823720E+02	
  +6.5130000000000000E+03	  +2.0250001907348633E+01	  +9.4500000000000000E+01	  +9.7920007324218750E+02	  +5.8884233932078096E+03	
  +6.5140000000000000E+03	  +2.1004167556762695E+01	  +9.2000000000000000E+01	  +9.1080010986328125E+02	  +6.4599540588753580E+03	
  +6.5150000000000000E+03	  +2.1100000381469727E+01	  +9.0500000000000000E+01	  +6.4800006103515625E+02	  +5.9738897337845647E+03	
  +6.5160000000000000E+03	  +2.1140834808349609E+01	  +8.9500000000000000E+01	  +7.8120007324218750E+02	  +6.4262024054786980E+03	
  +6.5170000000000000E+03	  +2.1350000381469727E+01	  +8.8000000000000000E+01	  +1.1808000488281250E+03	  +7.8185485449168136E+03	
  +6.5180000000000000E+03	  +2.1504999160766602E+01	  +8.7000000000000000E+01	  +5.7600006103515625E+02	  +6.5019503372858326E+03	
  +6.5190000000000000E+03	  +2.1193750381469727E+01	  +8.7500000000000000E+01	  +1.9080000305175781E+02	  +5.0193330128726302E+03	
  +6.5200000000000000E+03	  +2.0906250000000000E+01	  +8.9000000000000000E+01	  +3.2040002441406250E+02	  +5.0115252449848103E+03	
  +6.5210000000000000E+03	  +2.0650001525878906E+01	  +9.0500000000000000E+01	  +1.8000001525878906E+02	  +4.3119015816852898E+03	
  +6.5220000000000000E+03	  +2.0325000762939453E+01	  +9.2000000000000000E+01	  +2.8800003051757812E+01	  +3.4061904906027271E+03	
  +6.5230000000000000E+03	  +2.0150001525878906E+01	  +9.4000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +6.5240000000000000E+03	  +2.0049999237060547E+01	  +9.5500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +6.5250000000000000E+03	  +1.9900001525878906E+01	  +9.6000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +6.5260000000000000E+03	  +1.9750000000000000E+01	  +9.6000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +6.5270000000000000E+03	  +1.9650001525878906E+01	  +9.6000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +6.5280000000000000E+03	  +1.9549999237060547E+01	  +9.5500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +6.5290000000000000E+03	  +1.9412500381469727E+01	  +9.5000000000000000E+01	  +0.0000000000000000E+00	  -1.4251669160575632E+03	
  +6.5300000000000000E+03	  +1.9200000762939453E+01	  +9.5000000000000000E+01	  +0.0000000000000000E+00	  -1.5970881455278461E+03	
  +6.5310000000000000E+03	  +1.9000000000000000E+01	  +9.5500000000000000E+01	  +0.0000000000000000E+00	  -1.8180534286610707E+03	
  +6.5320000000000000E+03	  +1.8850000381469727E+01	  +9.6500000000000000E+01	  +0.0000000000000000E+00	  -1.9837958095241506E+03	
  +6.5330000000000000E+03	  +1.8700000762939453E+01	  +9.7500000000000000E+01	  +0.0000000000000000E+00	  -2.1301380124601842E+03	
  +6.5340000000000000E+03	  +1.8500000000000000E+01	  +9.9000000000000000E+01	  +0.0000000000000000E+00	  -2.2851843858366960E+03	
  +6.5350000000000000E+03	  +1.8781250000000000E+01	  +9.8500000000000000E+01	  +2.0879998779296875E+02	  -9.4234426990946110E+02	
  +6.5360000000000000E+03	  +1.9466964721679688E+01	  +9.6500000000000000E+01	  +3.4559997558593750E+02	  -3.2633074736300409E+02	
  +6.5370000000000000E+03	  +1.9689287185668945E+01	  +9.5500000000000000E+01	  +4.1039999389648438E+02	  +2.2558466343728937E+03	
  +6.5380000000000000E+03	  +1.9950000762939453E+01	  +9.4000000000000000E+01	  +5.9039996337890625E+02	  +2.7039582995725291E+03	
  +6.5390000000000000E+03	  +2.0250000000000000E+01	  +9.2000000000000000E+01	  +7.1279998779296875E+02	  +3.4167299911354062E+03	
  +6.5400000000000000E+03	  +2.0516666412353516E+01	  +9.0000000000000000E+01	  +7.6319995117187500E+02	  +4.0024570814778003E+03	
  +6.5410000000000000E+03	  +2.0683334350585938E+01	  +8.8000000000000000E+01	  +6.5159997558593750E+02	  +4.3564229275613980E+03	
  +6.5420000000000000E+03	  +2.0650001525878906E+01	  +8.7000000000000000E+01	  +4.8959997558593750E+02	  +3.8974995221433687E+03	
  +6.5430000000000000E+03	  +2.0549999237060547E+01	  +8.7000000000000000E+01	  +3.4200000000000000E+02	  +3.2408937831713333E+03	
  +6.5440000000000000E+03	  +2.0412500381469727E+01	  +8.7500000000000000E+01	  +2.3039999389648438E+02	  +2.6049534128583150E+03	
  +6.5450000000000000E+03	  +2.0200000762939453E+01	  +8.8500000000000000E+01	  +1.4400000000000000E+02	  +2.0090797613350533E+03	
  +6.5460000000000000E+03	  +1.9950000762939453E+01	  +8.9500000000000000E+01	  +1.8000000000000000E+01	  +1.2429221421669849E+03	
  +6.5470000000000000E+03	  +1.9700000762939453E+01	  +9.0500000000000000E+01	  +0.0000000000000000E+00	  -1.2293044489708864E+03	
